Gene loci,Bprom,DeepTFactor
BPSL0506, Number of predicted promoters -1,False
BPSL0507, Number of predicted promoters -1,False
BPS_RS02670, Number of predicted promoters -1,False
BPSL0508, Number of predicted promoters -0,False
BPSL0509, Number of predicted promoters -1,False
BPSL0510, Number of predicted promoters -1,False
BPSL0511, Number of predicted promoters -0,False
BPSL0512, Number of predicted promoters -3,False
BPSL0513, Number of predicted promoters -0,False
BPSL0514, Number of predicted promoters -0,False
BPSL0515, Number of predicted promoters -2,False
BPSL0516, Number of predicted promoters -0,False
BPSL0517, Number of predicted promoters -0,False
BPSL0518, Number of predicted promoters -2,False
BPSL0519, Number of predicted promoters -1,False
BPSL0520, Number of predicted promoters -1,False
BPSL0521, Number of predicted promoters -1,False
BPSL0523, Number of predicted promoters -1,False
BPSL0524, Number of predicted promoters -0,False
BPSL0525, Number of predicted promoters -1,False
BPSL0526, Number of predicted promoters -2,False
BPSL0527, Number of predicted promoters -0,False
BPSL0528, Number of predicted promoters -1,False
BPSL0529, Number of predicted promoters -1,False
BPSL0530, Number of predicted promoters -0,False
BPSL0531, Number of predicted promoters -1,False
BPSL0532, Number of predicted promoters -1,False
BPSL0533, Number of predicted promoters -2,True
BPSL0534, Number of predicted promoters -0,False
BPSL0535, Number of predicted promoters -0,False
BPSL0536, Number of predicted promoters -1,False
BPSL0537, Number of predicted promoters -0,False
BPSL0538, Number of predicted promoters -1,False
BPSL0539, Number of predicted promoters -1,False
BPSL0540, Number of predicted promoters -1,False
BPSL0541, Number of predicted promoters -1,False
BPSL0542, Number of predicted promoters -1,False
BPSL0543, Number of predicted promoters -1,False
BPSL0544, Number of predicted promoters -1,False
BPSL0545, Number of predicted promoters -3,False
BPSL0546, Number of predicted promoters -2,False
BPSL0547, Number of predicted promoters -0,False
BPSL0548, Number of predicted promoters -8,False
BPSL0549A, Number of predicted promoters -1,True
BPSL0550, Number of predicted promoters -1,False
BPSL0551, Number of predicted promoters -1,False
BPSL0553, Number of predicted promoters -2,True
BPSL0554, Number of predicted promoters -1,False
BPSL0555, Number of predicted promoters -2,False
BPS_RS02910, Number of predicted promoters -0,False
BPSL0557, Number of predicted promoters -2,False
BPSL0558, Number of predicted promoters -1,True
BPSL0559, Number of predicted promoters -2,False
BPSL0560, Number of predicted promoters -1,False
BPSL0561, Number of predicted promoters -1,False
BPSL0562, Number of predicted promoters -2,True
BPSL0563, Number of predicted promoters -2,False
BPSL0564, Number of predicted promoters -1,False
BPS_RS32190, Number of predicted promoters -1,False
BPSL0566, Number of predicted promoters -5,False
BPSL0567, Number of predicted promoters -2,False
BPSL0568, Number of predicted promoters -1,False
BPS_RS31745, Number of predicted promoters -1,False
BPSL0569, Number of predicted promoters -3,False
BPSL0570, Number of predicted promoters -2,False
BPSL0571, Number of predicted promoters -2,False
BPSL0572, Number of predicted promoters -3,True
BPSL0573, Number of predicted promoters -2,False
BPSL0574, Number of predicted promoters -5,False
BPS_RS03005, Number of predicted promoters -1,False
BPS_RS03010, Number of predicted promoters -1,False
BPS_RS03015, Number of predicted promoters -1,False
BPSL0576, Number of predicted promoters -2,False
BPS_RS03025, Number of predicted promoters -1,False
BPS_RS03030, Number of predicted promoters -1,False
BPSL0578, Number of predicted promoters -1,False
BPSL0579, Number of predicted promoters -1,False
BPSL0580, Number of predicted promoters -0,False
BPSL0581, Number of predicted promoters -1,False
BPSL0582, Number of predicted promoters -5,False
BPSL0583, Number of predicted promoters -3,False
BPSL0584, Number of predicted promoters -3,False
BPSL0585, Number of predicted promoters -2,False
BPSL0586, Number of predicted promoters -2,False
BPSL0586a, Number of predicted promoters -2,False
BPSL0587, Number of predicted promoters -1,False
BPSL0588, Number of predicted promoters -2,False
BPSL0589, Number of predicted promoters -0,False
BPSL0590, Number of predicted promoters -1,False
BPSL0591, Number of predicted promoters -1,False
BPS_RS31755, Number of predicted promoters -0,False
BPSL0592, Number of predicted promoters -1,False
BPSL0593, Number of predicted promoters -2,False
BPSL0594, Number of predicted promoters -1,False
BPS_RS03130, Number of predicted promoters -1,False
BPSL0595, Number of predicted promoters -1,False
BPSL0596, Number of predicted promoters -1,False
BPSL0597, Number of predicted promoters -2,False
BPSL0598, Number of predicted promoters -0,False
BPSL0599, Number of predicted promoters -0,False
BPSL0600, Number of predicted promoters -2,False
BPSL0601, Number of predicted promoters -1,False
BPSL0602, Number of predicted promoters -0,False
BPSL0603, Number of predicted promoters -0,False
BPSL0604, Number of predicted promoters -0,False
BPSL0605, Number of predicted promoters -1,False
BPSL0606, Number of predicted promoters -1,False
BPS_RS03195, Number of predicted promoters -0,False
BPSL0607, Number of predicted promoters -0,False
BPSL0608, Number of predicted promoters -1,False
BPSL0609, Number of predicted promoters -0,True
BPSL0610, Number of predicted promoters -0,False
BPSL0611, Number of predicted promoters -0,False
BPSL0612, Number of predicted promoters -0,False
BPSL0613, Number of predicted promoters -1,False
BPSL0614, Number of predicted promoters -2,False
BPSL0615, Number of predicted promoters -1,False
BPSL0616, Number of predicted promoters -2,True
BPS_RS03250, Number of predicted promoters -1,False
BPSL0617, Number of predicted promoters -1,True
BPSL0618, Number of predicted promoters -2,False
BPSL0619, Number of predicted promoters -0,False
BPSL0620, Number of predicted promoters -0,False
BPSL0621, Number of predicted promoters -2,False
BPSL0622, Number of predicted promoters -1,False
BPSL0623, Number of predicted promoters -0,False
BPSL0624, Number of predicted promoters -1,False
BPSL0625, Number of predicted promoters -2,False
BPSL0626, Number of predicted promoters -0,True
BPSL0627, Number of predicted promoters -0,False
BPSL0628, Number of predicted promoters -1,False
BPSL0629, Number of predicted promoters -1,True
BPSL0630, Number of predicted promoters -0,False
BPSL0631, Number of predicted promoters -1,False
BPSL0632, Number of predicted promoters -1,False
BPSL0633, Number of predicted promoters -1,False
BPS_RS03340, Number of predicted promoters -0,False
BPS_RS03345, Number of predicted promoters -1,False
BPSL0634, Number of predicted promoters -1,False
BPSL0635, Number of predicted promoters -1,False
BPSL0636, Number of predicted promoters -0,False
BPSL0637, Number of predicted promoters -2,False
BPSL0638, Number of predicted promoters -2,False
BPSL0639, Number of predicted promoters -1,False
BPSL0640, Number of predicted promoters -1,False
BPSL0641, Number of predicted promoters -0,False
BPSL0642, Number of predicted promoters -1,False
BPSL0643, Number of predicted promoters -0,False
BPSL0644, Number of predicted promoters -2,False
BPSL0645, Number of predicted promoters -1,False
BPSL0646, Number of predicted promoters -2,False
BPSL0647, Number of predicted promoters -1,False
BPSL0648, Number of predicted promoters -1,False
BPSL0649, Number of predicted promoters -1,False
BPSL0650, Number of predicted promoters -0,False
BPSL0651, Number of predicted promoters -1,False
BPSL0652, Number of predicted promoters -1,False
BPSL0653, Number of predicted promoters -1,False
BPSL0654, Number of predicted promoters -1,False
BPSL0655, Number of predicted promoters -2,False
BPSL0656, Number of predicted promoters -1,False
BPSL0657, Number of predicted promoters -1,False
BPSL0658, Number of predicted promoters -4,False
BPSL0659, Number of predicted promoters -0,False
BPSL0660, Number of predicted promoters -1,False
BPSL0661, Number of predicted promoters -1,False
BPSL0662, Number of predicted promoters -0,False
BPSL0663, Number of predicted promoters -1,False
BPSL0664, Number of predicted promoters -1,False
BPSL0665, Number of predicted promoters -0,False
BPSL0666, Number of predicted promoters -1,False
BPSL0667, Number of predicted promoters -0,False
BPSL0668, Number of predicted promoters -0,False
BPSL0669, Number of predicted promoters -0,False
BPSL0670, Number of predicted promoters -1,False
BPSL0671, Number of predicted promoters -0,False
BPSL0672, Number of predicted promoters -1,False
BPSL0673, Number of predicted promoters -0,False
BPSL0674, Number of predicted promoters -1,False
BPSL0675, Number of predicted promoters -2,True
BPSL0676, Number of predicted promoters -2,False
BPSL0677, Number of predicted promoters -1,True
BPSL0678, Number of predicted promoters -1,False
BPSL0679, Number of predicted promoters -1,False
BPSL0680, Number of predicted promoters -1,False
BPSL0681, Number of predicted promoters -1,False
BPSL0682, Number of predicted promoters -2,False
BPSL0683, Number of predicted promoters -1,False
BPSL0684, Number of predicted promoters -1,False
BPSL0685, Number of predicted promoters -1,False
BPS_RS03610, Number of predicted promoters -2,False
BPSL0686, Number of predicted promoters -1,False
BPSL0687, Number of predicted promoters -1,False
BPSL0688, Number of predicted promoters -2,False
BPSL0689, Number of predicted promoters -1,False
BPSL0690, Number of predicted promoters -0,False
BPSL0691, Number of predicted promoters -0,True
BPSL0692, Number of predicted promoters -2,False
BPSL0693, Number of predicted promoters -0,False
BPSL0694, Number of predicted promoters -1,False
BPSL0695, Number of predicted promoters -1,False
BPSL0696, Number of predicted promoters -1,False
BPSL0697, Number of predicted promoters -1,False
BPSL0698, Number of predicted promoters -0,False
BPSL0699, Number of predicted promoters -2,False
BPSL0700, Number of predicted promoters -0,False
BPSL0701, Number of predicted promoters -0,False
BPSL0702, Number of predicted promoters -0,False
BPSL0703, Number of predicted promoters -1,False
BPSL0704, Number of predicted promoters -1,False
BPSL0705, Number of predicted promoters -1,False
BPSL0706, Number of predicted promoters -1,False
BPS_RS03720, Number of predicted promoters -1,False
BPSL0707, Number of predicted promoters -2,False
BPSL0708, Number of predicted promoters -0,False
BPSL0709, Number of predicted promoters -0,False
BPSL0710, Number of predicted promoters -0,False
BPS_RS03745, Number of predicted promoters -0,False
BPSL0712, Number of predicted promoters -0,False
BPSL0713, Number of predicted promoters -1,False
BPSL0714, Number of predicted promoters -0,False
BPSL0716, Number of predicted promoters -0,False
BPSL0717, Number of predicted promoters -0,False
BPSL0718, Number of predicted promoters -1,False
BPSL0719, Number of predicted promoters -1,False
BPSL0720, Number of predicted promoters -0,False
BPSL0721, Number of predicted promoters -0,False
BPSL0722, Number of predicted promoters -0,False
BPSL0723, Number of predicted promoters -0,False
BPSL0724, Number of predicted promoters -2,False
BPSL0725, Number of predicted promoters -0,False
BPSL0726, Number of predicted promoters -0,False
BPSL0727, Number of predicted promoters -0,False
BPSL0728, Number of predicted promoters -0,False
BPSL0729, Number of predicted promoters -0,False
BPSL0730, Number of predicted promoters -1,False
BPSL0731, Number of predicted promoters -2,True
BPSL0732, Number of predicted promoters -1,False
BPSL0733, Number of predicted promoters -0,False
BPSL0734, Number of predicted promoters -2,False
BPS_RS03865, Number of predicted promoters -1,False
BPSL0735, Number of predicted promoters -0,False
BPS_RS03875, Number of predicted promoters -1,False
BPSL0736, Number of predicted promoters -2,False
BPSL0737, Number of predicted promoters -1,False
BPSL0738, Number of predicted promoters -1,False
BPSL0739, Number of predicted promoters -1,False
BPSL0741, Number of predicted promoters -1,False
BPSL0742, Number of predicted promoters -2,False
BPSL0743, Number of predicted promoters -1,False
BPSL0744, Number of predicted promoters -2,False
BPSL0745, Number of predicted promoters -2,False
BPSL0746, Number of predicted promoters -1,False
BPSL0747, Number of predicted promoters -3,False
BPSL0747a, Number of predicted promoters -1,False
